step,env_id,cutoff_hz,input_action,output_action
381,2,10.0,1.0,1.0
381,3,20.0,1.0,1.0
382,0,2.0,1.0,0.9999998211860657
382,1,5.0,1.0,0.9999999403953552
382,2,10.0,1.0,1.0
382,3,20.0,1.0,1.0
383,0,2.0,1.0,0.9999998211860657
383,1,5.0,1.0,0.9999999403953552
383,2,10.0,1.0,1.0
383,3,20.0,1.0,1.0
384,0,2.0,1.0,0.9999998211860657
384,1,5.0,1.0,0.9999999403953552
384,2,10.0,1.0,1.0
384,3,20.0,1.0,1.0
385,0,2.0,1.0,0.9999998211860657
385,1,5.0,1.0,0.9999999403953552
385,2,10.0,1.0,1.0
385,3,20.0,1.0,1.0
386,0,2.0,1.0,0.9999998211860657
386,1,5.0,1.0,0.9999999403953552
386,2,10.0,1.0,1.0
386,3,20.0,1.0,1.0
387,0,2.0,1.0,0.9999998211860657
387,1,5.0,1.0,0.9999999403953552
387,2,10.0,1.0,1.0
387,3,20.0,1.0,1.0
388,0,2.0,1.0,0.9999998211860657
388,1,5.0,1.0,0.9999999403953552
388,2,10.0,1.0,1.0
388,3,20.0,1.0,1.0
389,0,2.0,1.0,0.9999998211860657
389,1,5.0,1.0,0.9999999403953552
389,2,10.0,1.0,1.0
389,3,20.0,1.0,1.0
390,0,2.0,1.0,0.9999998211860657
390,1,5.0,1.0,0.9999999403953552
390,2,10.0,1.0,1.0
390,3,20.0,1.0,1.0
391,0,2.0,1.0,0.9999998211860657
391,1,5.0,1.0,0.9999999403953552
391,2,10.0,1.0,1.0
391,3,20.0,1.0,1.0
392,0,2.0,1.0,0.9999998211860657
392,1,5.0,1.0,0.9999999403953552
392,2,10.0,1.0,1.0
392,3,20.0,1.0,1.0
393,0,2.0,1.0,0.9999998211860657
393,1,5.0,1.0,0.9999999403953552
393,2,10.0,1.0,1.0
393,3,20.0,1.0,1.0
394,0,2.0,1.0,0.9999998211860657
394,1,5.0,1.0,0.9999999403953552
394,2,10.0,1.0,1.0
394,3,20.0,1.0,1.0
395,0,2.0,1.0,0.9999998211860657
395,1,5.0,1.0,0.9999999403953552
395,2,10.0,1.0,1.0
395,3,20.0,1.0,1.0
396,0,2.0,1.0,0.9999998211860657
396,1,5.0,1.0,0.9999999403953552
396,2,10.0,1.0,1.0
396,3,20.0,1.0,1.0
397,0,2.0,1.0,0.9999998211860657
397,1,5.0,1.0,0.9999999403953552
397,2,10.0,1.0,1.0
397,3,20.0,1.0,1.0
398,0,2.0,1.0,0.9999998211860657
398,1,5.0,1.0,0.9999999403953552
398,2,10.0,1.0,1.0
398,3,20.0,1.0,1.0
399,0,2.0,1.0,0.9999998211860657
399,1,5.0,1.0,0.9999999403953552
399,2,10.0,1.0,1.0
399,3,20.0,1.0,1.0
