step,env_id,time_s,value
40,2,0.4,-0.3493809998035431
40,3,0.4,0.595065712928772
41,0,0.41,0.08986911177635193
41,1,0.41,0.5724039077758789
41,2,0.41,-0.3469248414039612
41,3,0.41,0.8115520477294922
42,0,0.42,0.02064831554889679
42,1,0.42,0.5959554314613342
42,2,0.42,-0.35049760341644287
42,3,0.42,0.7229586243629456
43,0,0.43,0.03139394894242287
43,1,0.43,0.4786604940891266
43,2,0.43,-0.39620164036750793
43,3,0.43,0.5299916863441467
44,0,0.44,0.17226094007492065
44,1,0.44,0.13772481679916382
44,2,0.44,-0.3283542990684509
44,3,0.44,0.5647907257080078
45,0,0.45,0.08515097200870514
45,1,0.45,0.23035135865211487
45,2,0.45,-0.32374393939971924
45,3,0.45,0.5615767240524292
46,0,0.46,0.08742640167474747
46,1,0.46,0.23285053670406342
46,2,0.46,-0.3535979092121124
46,3,0.46,0.6328940987586975
47,0,0.47,0.01438181847333908
47,1,0.47,0.2765125334262848
47,2,0.47,-0.22780950367450714
47,3,0.47,0.6404528021812439
48,0,0.48,0.015824085101485252
48,1,0.48,0.3678807020187378
48,2,0.48,-0.27517375349998474
48,3,0.48,0.8464800715446472
49,0,0.49,0.09742332994937897
49,1,0.49,0.3819964826107025
49,2,0.49,-0.35274651646614075
49,3,0.49,0.7122921943664551
50,0,0.5,0.19555842876434326
50,1,0.5,0.35616016387939453
50,2,0.5,-0.30350959300994873
50,3,0.5,0.7309622764587402
51,0,0.51,0.0630531907081604
51,1,0.51,0.4665529727935791
51,2,0.51,-0.29983168840408325
51,3,0.51,1.154295802116394
52,0,0.52,0.09819495677947998
52,1,0.52,0.26162415742874146
52,2,0.52,-0.273468941450119
52,3,0.52,1.2785141468048096
53,0,0.53,0.06918703019618988
53,1,0.53,0.07091084122657776
53,2,0.53,-0.33520692586898804
53,3,0.53,1.1519132852554321
54,0,0.54,0.20288744568824768
54,1,0.54,0.06980951875448227
54,2,0.54,-0.3613775372505188
54,3,0.54,1.0571107864379883
55,0,0.55,0.15057744085788727
55,1,0.55,0.04893874377012253
55,2,0.55,-0.349621057510376
55,3,0.55,1.089174747467041
56,0,0.56,0.17983926832675934
56,1,0.56,-0.12879523634910583
56,2,0.56,-0.25933510065078735
56,3,0.56,1.2060564756393433
57,0,0.57,0.07594123482704163
57,1,0.57,-0.18878792226314545
57,2,0.57,-0.3521828353404999
57,3,0.57,1.2024868726730347
58,0,0.58,0.07545633614063263
58,1,0.58,-0.03044159710407257
58,2,0.58,-0.31751948595046997
58,3,0.58,1.3127516508102417
59,0,0.59,0.017262864857912064
59,1,0.59,-0.06278452277183533
59,2,0.59,-0.3359226584434509
59,3,0.59,1.2385703325271606
60,0,0.6,0.04598728567361832
60,1,0.6,-0.1045609712600708
60,2,0.6,-0.3887697756290436
60,3,0.6,1.1315102577209473
61,0,0.61,0.17131447792053223
61,1,0.61,-0.04270770400762558
61,2,0.61,-0.4189785122871399
61,3,0.61,0.7033270597457886
62,0,0.62,0.11855233460664749
62,1,0.62,-0.0666639506816864
62,2,0.62,-0.44778868556022644
62,3,0.62,0.6601444482803345
63,0,0.63,0.2055898755788803
63,1,0.63,-0.15650716423988342
63,2,0.63,-0.43843474984169006
63,3,0.63,0.6214015483856201
64,0,0.64,0.2574926018714905
64,1,0.64,-0.12802430987358093
64,2,0.64,-0.3812223970890045
64,3,0.64,0.7792199850082397
65,0,0.65,0.19878078997135162
65,1,0.65,-0.06124173104763031
65,2,0.65,-0.29158371686935425
65,3,0.65,0.5740329027175903
66,0,0.66,0.3189034163951874
66,1,0.66,-0.3160253167152405
66,2,0.66,-0.16156110167503357
66,3,0.66,0.7955670356750488
67,0,0.67,0.3100545406341553
67,1,0.67,0.0030039548873901367
67,2,0.67,-0.18419069051742554
67,3,0.67,0.7037155032157898
68,0,0.68,0.3067011833190918
68,1,0.68,0.1497737169265747
68,2,0.68,-0.2553957998752594
68,3,0.68,0.5732588768005371
69,0,0.69,0.22021153569221497
69,1,0.69,0.22933760285377502
69,2,0.69,-0.2994343638420105
69,3,0.69,0.5251113772392273
70,0,0.7,0.13045215606689453
70,1,0.7,0.357163667678833
70,2,0.7,-0.18992173671722412
70,3,0.7,0.6132571697235107
71,0,0.71,0.12446042150259018
71,1,0.71,0.1926320195198059
71,2,0.71,-0.06431141495704651
71,3,0.71,0.7949517369270325
72,0,0.72,0.0329911932349205
72,1,0.72,0.013236388564109802
72,2,0.72,-0.08147084712982178
72,3,0.72,1.1793347597122192
73,0,0.73,0.014237038791179657
73,1,0.73,0.03554229438304901
73,2,0.73,-0.0513947457075119
73,3,0.73,1.159188985824585
74,0,0.74,0.0070665013045072556
74,1,0.74,-0.0339943990111351
74,2,0.74,-0.09084576368331909
74,3,0.74,1.3798439502716064
75,0,0.75,0.233084037899971
75,1,0.75,-0.057870425283908844
75,2,0.75,-0.1001916453242302
75,3,0.75,1.6695365905761719
76,0,0.76,0.24478411674499512
76,1,0.76,0.04756078124046326
76,2,0.76,-0.04868684709072113
76,3,0.76,1.3710023164749146
77,0,0.77,0.01701939105987549
77,1,0.77,-0.2852204144001007
77,2,0.77,0.052898719906806946
77,3,0.77,1.5028295516967773
78,0,0.78,0.008067524991929531
78,1,0.78,-0.1608506143093109
78,2,0.78,-0.0008896589279174805
78,3,0.78,1.5153613090515137
79,0,0.79,0.024830877780914307
79,1,0.79,-0.05978122353553772
79,2,0.79,-0.07638822495937347
79,3,0.79,1.478518009185791
80,0,0.8,0.01056898757815361
80,1,0.8,0.0011918246746063232
80,2,0.8,-0.15907421708106995
80,3,0.8,1.5929795503616333
81,0,0.81,0.058617692440748215
81,1,0.81,-0.04841060936450958
81,2,0.81,-0.12944617867469788
81,3,0.81,1.757758378982544
82,0,0.82,-0.009750861674547195
82,1,0.82,-0.13485555350780487
82,2,0.82,-0.16029125452041626
82,3,0.82,1.900317668914795
83,0,0.83,-0.061732836067676544
83,1,0.83,-0.010863259434700012
83,2,0.83,-0.15871424973011017
83,3,0.83,2.155127763748169
84,0,0.84,0.11493215709924698
84,1,0.84,-0.046982090920209885
84,2,0.84,-0.24470123648643494
84,3,0.84,1.8906855583190918
85,0,0.85,0.27293717861175537
85,1,0.85,0.10641464591026306
85,2,0.85,-0.2588779330253601
85,3,0.85,2.041264057159424
86,0,0.86,0.2082071155309677
86,1,0.86,0.044840116053819656
86,2,0.86,-0.23328697681427002
86,3,0.86,2.185981512069702
87,0,0.87,0.20203295350074768
87,1,0.87,-0.03856600448489189
87,2,0.87,-0.23898182809352875
87,3,0.87,2.088198661804199
88,0,0.88,0.1984601765871048
88,1,0.88,-0.0655168667435646
88,2,0.88,-0.23724554479122162
88,3,0.88,2.0581555366516113
89,0,0.89,0.07930037379264832
89,1,0.89,-0.11493363231420517
89,2,0.89,-0.3095049560070038
89,3,0.89,2.104915142059326
90,0,0.9,0.025494001805782318
90,1,0.9,-0.322383850812912
90,2,0.9,-0.3112882375717163
90,3,0.9,1.9385963678359985
91,0,0.91,0.013204529881477356
91,1,0.91,-0.3063606023788452
91,2,0.91,-0.28983259201049805
91,3,0.91,1.6555684804916382
92,0,0.92,0.05938779562711716
92,1,0.92,-0.4118060767650604
92,2,0.92,-0.28615787625312805
92,3,0.92,1.8729017972946167
93,0,0.93,-0.0013699010014533997
93,1,0.93,-0.5430068969726562
93,2,0.93,-0.17111539840698242
93,3,0.93,1.8450173139572144
94,0,0.94,0.12080810219049454
94,1,0.94,-0.2634803354740143
94,2,0.94,-0.2078237682580948
94,3,0.94,2.12042498588562
95,0,0.95,0.32593008875846863
95,1,0.95,-0.3832291066646576
95,2,0.95,-0.1843223124742508
95,3,0.95,2.1599507331848145
96,0,0.96,0.4694182872772217
96,1,0.96,-0.6557239294052124
96,2,0.96,-0.1896718442440033
96,3,0.96,2.1201229095458984
97,0,0.97,0.27236539125442505
97,1,0.97,-0.8546750545501709
97,2,0.97,-0.1987226903438568
97,3,0.97,2.102713108062744
98,0,0.98,0.38274067640304565
98,1,0.98,-0.866464376449585
98,2,0.98,-0.1480269432067871
98,3,0.98,2.024430274963379
99,0,0.99,0.3655896782875061
99,1,0.99,-0.8448335528373718
99,2,0.99,-0.1717149317264557
99,3,0.99,2.0773651599884033
100,0,1.0,0.38403913378715515
100,1,1.0,-0.7348488569259644
100,2,1.0,-0.12565970420837402
100,3,1.0,2.133009433746338
101,0,1.01,0.3691849410533905
101,1,1.01,-0.6401203870773315
101,2,1.01,-0.16610488295555115
101,3,1.01,2.352572202682495
102,0,1.02,0.4099169969558716
102,1,1.02,-0.7589395046234131
102,2,1.02,-0.1312909871339798
102,3,1.02,2.0676612854003906
103,0,1.03,0.2777370810508728
103,1,1.03,-0.5404454469680786
103,2,1.03,-0.14078857004642487
103,3,1.03,2.007815361022949
104,0,1.04,0.2863284945487976
104,1,1.04,-0.6070911288261414
104,2,1.04,-0.12825529277324677
104,3,1.04,2.274069309234619
105,0,1.05,0.2916395962238312
105,1,1.05,-0.6921306848526001
105,2,1.05,-0.1760719269514084
105,3,1.05,2.1404647827148438
106,0,1.06,0.3948305547237396
106,1,1.06,-0.7462241649627686
106,2,1.06,-0.10322887450456619
106,3,1.06,2.129321336746216
107,0,1.07,0.3287384510040283
107,1,1.07,-0.6195969581604004
107,2,1.07,-0.1732080578804016
107,3,1.07,2.1080527305603027
108,0,1.08,0.30439090728759766
108,1,1.08,-0.6334144473075867
108,2,1.08,-0.19354861974716187
108,3,1.08,2.38669490814209
109,0,1.09,0.3271743059158325
109,1,1.09,-0.6840318441390991
109,2,1.09,-0.25573158264160156
109,3,1.09,2.2583978176116943
110,0,1.1,0.30593886971473694
110,1,1.1,-0.666504442691803
110,2,1.1,-0.2997902035713196
110,3,1.1,2.1750071048736572
111,0,1.11,0.13110452890396118
111,1,1.11,-0.6855449080467224
111,2,1.11,-0.24397799372673035
111,3,1.11,2.1006548404693604
112,0,1.12,0.15874429047107697
112,1,1.12,-0.484549343585968
112,2,1.12,-0.24501550197601318
112,3,1.12,1.8889940977096558
113,0,1.13,0.03260071575641632
113,1,1.13,-0.493425577878952
113,2,1.13,-0.2769327461719513
113,3,1.13,1.9109808206558228
114,0,1.14,0.1070518046617508
114,1,1.14,-0.6243321895599365
114,2,1.14,-0.3202258050441742
114,3,1.14,2.050586700439453
115,0,1.15,0.12815704941749573
115,1,1.15,-0.7688372731208801
115,2,1.15,-0.30140674114227295
115,3,1.15,2.084167718887329
116,0,1.16,0.1698797345161438
116,1,1.16,-0.6799221634864807
116,2,1.16,-0.24374286830425262
116,3,1.16,2.0522077083587646
117,0,1.17,0.14185158908367157
117,1,1.17,-0.6091416478157043
117,2,1.17,-0.19804394245147705
117,3,1.17,2.2481744289398193
118,0,1.18,0.06554286926984787
118,1,1.18,-0.8116503953933716
118,2,1.18,-0.15274359285831451
118,3,1.18,2.058403491973877
119,0,1.19,0.20276784896850586
119,1,1.19,-0.8408632278442383
119,2,1.19,-0.1658911257982254
119,3,1.19,2.417229175567627
120,0,1.2,0.2873731255531311
120,1,1.2,-0.7900646328926086
120,2,1.2,-0.24251717329025269
120,3,1.2,2.370481014251709
121,0,1.21,0.35787734389305115
121,1,1.21,-0.6431527733802795
121,2,1.21,-0.2571871876716614
121,3,1.21,2.274379253387451
122,0,1.22,0.2770075798034668
122,1,1.22,-0.6459078192710876
122,2,1.22,-0.17626886069774628
122,3,1.22,1.9395557641983032
123,0,1.23,0.1533781886100769
123,1,1.23,-0.6267764568328857
123,2,1.23,-0.23642534017562866
123,3,1.23,1.9841268062591553
124,0,1.24,0.07494671642780304
124,1,1.24,-0.8106652498245239
124,2,1.24,-0.2997059226036072
124,3,1.24,2.191657543182373
125,0,1.25,0.03188499063253403
125,1,1.25,-0.7286455035209656
125,2,1.25,-0.26970651745796204
125,3,1.25,2.1068029403686523
126,0,1.26,0.07921227812767029
126,1,1.26,-0.5855931043624878
126,2,1.26,-0.28179019689559937
126,3,1.26,1.9792548418045044
127,0,1.27,0.02993248775601387
127,1,1.27,-0.2674179673194885
127,2,1.27,-0.33922725915908813
127,3,1.27,1.8898564577102661
128,0,1.28,-0.0803859531879425
128,1,1.28,-0.4101719260215759
128,2,1.28,-0.5075731873512268
128,3,1.28,1.9340897798538208
129,0,1.29,-0.12147313356399536
129,1,1.29,-0.4404188096523285
129,2,1.29,-0.3842999339103699
129,3,1.29,1.8117443323135376
130,0,1.3,-0.27683234214782715
130,1,1.3,-0.6446954607963562
130,2,1.3,-0.3778724670410156
130,3,1.3,1.887192964553833
131,0,1.31,-0.24015161395072937
131,1,1.31,-0.5261055827140808
131,2,1.31,-0.4373798668384552
131,3,1.31,1.7588104009628296
132,0,1.32,-0.24209317564964294
132,1,1.32,-0.3963402807712555
