step,env_id,time_s,force_magnitude_N,active
112,2,1.12,0.0,0
112,3,1.12,8.781540870666504,1
112,4,1.12,0.0,0
112,5,1.12,2.4037373065948486,1
112,6,1.12,0.0,0
112,7,1.12,3.621027946472168,1
113,0,1.13,0.0,0
113,1,1.13,0.0,0
113,2,1.13,0.0,0
113,3,1.13,8.781540870666504,1
113,4,1.13,0.0,0
113,5,1.13,2.4037373065948486,1
113,6,1.13,0.0,0
113,7,1.13,3.621027946472168,1
114,0,1.14,0.0,0
114,1,1.14,1.843148112297058,1
114,2,1.14,0.0,0
114,3,1.14,0.0,0
114,4,1.14,0.0,0
114,5,1.14,2.4037373065948486,1
114,6,1.14,0.0,0
114,7,1.14,3.621027946472168,1
115,0,1.15,0.0,0
115,1,1.15,1.843148112297058,1
115,2,1.15,0.0,0
115,3,1.15,0.0,0
115,4,1.15,0.0,0
115,5,1.15,2.4037373065948486,1
115,6,1.15,0.0,0
115,7,1.15,3.621027946472168,1
116,0,1.16,0.0,0
116,1,1.16,1.843148112297058,1
116,2,1.16,0.0,0
116,3,1.16,0.0,0
116,4,1.16,0.0,0
116,5,1.16,2.4037373065948486,1
116,6,1.16,0.0,0
116,7,1.16,0.0,0
117,0,1.17,0.0,0
117,1,1.17,1.843148112297058,1
117,2,1.17,0.0,0
117,3,1.17,0.0,0
117,4,1.17,0.0,0
117,5,1.17,2.4037373065948486,1
117,6,1.17,0.0,0
117,7,1.17,0.0,0
118,0,1.18,0.0,0
118,1,1.18,1.843148112297058,1
118,2,1.18,0.0,0
118,3,1.18,0.0,0
118,4,1.18,0.0,0
118,5,1.18,2.4037373065948486,1
118,6,1.18,0.0,0
118,7,1.18,0.0,0
119,0,1.19,0.0,0
119,1,1.19,1.843148112297058,1
119,2,1.19,0.0,0
119,3,1.19,0.0,0
119,4,1.19,0.0,0
119,5,1.19,2.4037373065948486,1
119,6,1.19,0.0,0
119,7,1.19,0.0,0
120,0,1.2,8.588630676269531,1
120,1,1.2,1.843148112297058,1
120,2,1.2,0.0,0
120,3,1.2,0.0,0
120,4,1.2,0.0,0
120,5,1.2,2.4037373065948486,1
120,6,1.2,0.0,0
120,7,1.2,0.0,0
121,0,1.21,8.588630676269531,1
121,1,1.21,1.843148112297058,1
121,2,1.21,0.0,0
121,3,1.21,0.0,0
121,4,1.21,0.0,0
121,5,1.21,0.0,0
121,6,1.21,0.0,0
121,7,1.21,0.0,0
122,0,1.22,8.588630676269531,1
122,1,1.22,1.843148112297058,1
122,2,1.22,0.0,0
122,3,1.22,0.0,0
122,4,1.22,0.0,0
122,5,1.22,0.0,0
122,6,1.22,0.0,0
122,7,1.22,0.0,0
123,0,1.23,8.588630676269531,1
123,1,1.23,1.843148112297058,1
123,2,1.23,0.0,0
123,3,1.23,0.0,0
123,4,1.23,0.0,0
123,5,1.23,0.0,0
123,6,1.23,0.0,0
123,7,1.23,0.0,0
124,0,1.24,8.588630676269531,1
124,1,1.24,1.843148112297058,1
124,2,1.24,0.0,0
124,3,1.24,0.0,0
124,4,1.24,0.0,0
124,5,1.24,0.0,0
124,6,1.24,0.0,0
124,7,1.24,0.0,0
125,0,1.25,8.588630676269531,1
125,1,1.25,1.843148112297058,1
125,2,1.25,0.0,0
125,3,1.25,0.0,0
125,4,1.25,0.0,0
125,5,1.25,1.204118251800537,1
125,6,1.25,0.0,0
125,7,1.25,0.0,0
126,0,1.26,0.0,0
126,1,1.26,1.843148112297058,1
126,2,1.26,0.0,0
126,3,1.26,0.0,0
126,4,1.26,0.0,0
126,5,1.26,1.204118251800537,1
126,6,1.26,0.0,0
126,7,1.26,0.0,0
127,0,1.27,0.0,0
127,1,1.27,1.843148112297058,1
127,2,1.27,0.0,0
127,3,1.27,0.0,0
127,4,1.27,0.0,0
127,5,1.27,1.204118251800537,1
127,6,1.27,0.0,0
127,7,1.27,0.0,0
128,0,1.28,0.0,0
128,1,1.28,0.0,0
128,2,1.28,0.0,0
128,3,1.28,0.0,0
128,4,1.28,0.0,0
128,5,1.28,1.204118251800537,1
128,6,1.28,0.0,0
128,7,1.28,0.0,0
129,0,1.29,0.0,0
129,1,1.29,0.0,0
129,2,1.29,0.0,0
129,3,1.29,0.0,0
129,4,1.29,0.0,0
129,5,1.29,1.204118251800537,1
129,6,1.29,0.0,0
129,7,1.29,0.0,0
130,0,1.3,0.0,0
130,1,1.3,0.0,0
130,2,1.3,0.0,0
130,3,1.3,0.0,0
130,4,1.3,0.0,0
130,5,1.3,1.204118251800537,1
130,6,1.3,0.0,0
130,7,1.3,0.0,0
131,0,1.31,0.0,0
131,1,1.31,0.0,0
131,2,1.31,0.0,0
131,3,1.31,0.0,0
131,4,1.31,0.0,0
131,5,1.31,1.204118251800537,1
131,6,1.31,0.0,0
131,7,1.31,0.0,0
132,0,1.32,0.0,0
132,1,1.32,0.0,0
132,2,1.32,0.0,0
132,3,1.32,0.0,0
132,4,1.32,0.0,0
132,5,1.32,0.0,0
132,6,1.32,0.0,0
132,7,1.32,0.0,0
133,0,1.33,0.0,0
133,1,1.33,0.0,0
133,2,1.33,0.0,0
133,3,1.33,0.0,0
133,4,1.33,3.204853057861328,1
133,5,1.33,0.0,0
133,6,1.33,5.686564922332764,1
133,7,1.33,0.0,0
134,0,1.34,0.0,0
134,1,1.34,0.0,0
134,2,1.34,0.0,0
134,3,1.34,0.0,0
134,4,1.34,3.204853057861328,1
134,5,1.34,0.0,0
134,6,1.34,5.686564922332764,1
134,7,1.34,0.0,0
135,0,1.35,0.0,0
135,1,1.35,0.0,0
135,2,1.35,0.0,0
135,3,1.35,5.7848381996154785,1
135,4,1.35,3.204853057861328,1
135,5,1.35,0.0,0
135,6,1.35,5.686564922332764,1
135,7,1.35,0.0,0
136,0,1.36,0.0,0
136,1,1.36,0.0,0
136,2,1.36,0.0,0
136,3,1.36,5.7848381996154785,1
136,4,1.36,3.204853057861328,1
136,5,1.36,0.0,0
136,6,1.36,5.686564922332764,1
136,7,1.36,0.0,0
137,0,1.37,0.0,0
137,1,1.37,0.0,0
137,2,1.37,0.0,0
137,3,1.37,5.7848381996154785,1
137,4,1.37,3.204853057861328,1
137,5,1.37,0.0,0
137,6,1.37,5.686564922332764,1
137,7,1.37,0.0,0
138,0,1.38,0.0,0
138,1,1.38,0.0,0
138,2,1.38,0.0,0
138,3,1.38,5.7848381996154785,1
138,4,1.38,3.204853057861328,1
138,5,1.38,0.0,0
138,6,1.38,5.686564922332764,1
138,7,1.38,0.0,0
139,0,1.39,0.0,0
139,1,1.39,0.0,0
139,2,1.39,0.0,0
139,3,1.39,5.7848381996154785,1
139,4,1.39,3.204853057861328,1
139,5,1.39,0.0,0
139,6,1.39,0.0,0
139,7,1.39,0.0,0
140,0,1.4,0.0,0
140,1,1.4,0.0,0
140,2,1.4,5.468393325805664,1
140,3,1.4,5.7848381996154785,1
140,4,1.4,3.204853057861328,1
140,5,1.4,0.0,0
140,6,1.4,0.0,0
140,7,1.4,0.0,0
141,0,1.41,0.0,0
141,1,1.41,0.0,0
141,2,1.41,5.468393325805664,1
141,3,1.41,5.7848381996154785,1
141,4,1.41,3.204853057861328,1
141,5,1.41,0.0,0
141,6,1.41,0.0,0
141,7,1.41,0.0,0
142,0,1.42,1.6375099420547485,1
142,1,1.42,0.0,0
142,2,1.42,5.468393325805664,1
142,3,1.42,5.7848381996154785,1
142,4,1.42,3.204853057861328,1
142,5,1.42,0.0,0
142,6,1.42,0.0,0
142,7,1.42,0.0,0
143,0,1.43,1.6375099420547485,1
143,1,1.43,0.0,0
143,2,1.43,5.468393325805664,1
143,3,1.43,5.7848381996154785,1
143,4,1.43,3.204853057861328,1
143,5,1.43,0.0,0
143,6,1.43,0.0,0
143,7,1.43,9.023934364318848,1
144,0,1.44,1.6375099420547485,1
144,1,1.44,0.0,0
144,2,1.44,5.468393325805664,1
144,3,1.44,5.7848381996154785,1
144,4,1.44,3.204853057861328,1
144,5,1.44,0.0,0
144,6,1.44,0.0,0
144,7,1.44,9.023934364318848,1
145,0,1.45,1.6375099420547485,1
145,1,1.45,0.0,0
145,2,1.45,5.468393325805664,1
145,3,1.45,5.7848381996154785,1
145,4,1.45,3.204853057861328,1
145,5,1.45,0.0,0
145,6,1.45,0.0,0
145,7,1.45,9.023934364318848,1
146,0,1.46,1.6375099420547485,1
146,1,1.46,0.0,0
146,2,1.46,5.468393325805664,1
146,3,1.46,5.7848381996154785,1
146,4,1.46,3.204853057861328,1
146,5,1.46,0.0,0
146,6,1.46,5.9799299240112305,1
146,7,1.46,9.023934364318848,1
147,0,1.47,1.6375099420547485,1
147,1,1.47,0.0,0
147,2,1.47,5.468393325805664,1
147,3,1.47,5.7848381996154785,1
147,4,1.47,3.204853057861328,1
147,5,1.47,0.0,0
147,6,1.47,5.9799299240112305,1
147,7,1.47,9.023934364318848,1
148,0,1.48,1.6375099420547485,1
148,1,1.48,0.0,0
148,2,1.48,5.468393325805664,1
148,3,1.48,0.0,0
148,4,1.48,0.0,0
148,5,1.48,0.0,0
148,6,1.48,5.9799299240112305,1
148,7,1.48,9.023934364318848,1
149,0,1.49,1.6375099420547485,1
149,1,1.49,0.0,0
149,2,1.49,5.468393325805664,1
149,3,1.49,0.0,0
149,4,1.49,0.0,0
149,5,1.49,0.0,0
149,6,1.49,5.9799299240112305,1
149,7,1.49,9.023934364318848,1
150,0,1.5,1.6375099420547485,1
150,1,1.5,0.0,0
150,2,1.5,5.468393325805664,1
150,3,1.5,0.0,0
150,4,1.5,9.292437553405762,1
150,5,1.5,0.0,0
150,6,1.5,5.9799299240112305,1
150,7,1.5,9.023934364318848,1
151,0,1.51,1.6375099420547485,1
151,1,1.51,0.0,0
151,2,1.51,5.468393325805664,1
151,3,1.51,0.0,0
151,4,1.51,9.292437553405762,1
151,5,1.51,0.0,0
151,6,1.51,5.9799299240112305,1
151,7,1.51,9.023934364318848,1
152,0,1.52,1.6375099420547485,1
152,1,1.52,0.0,0
152,2,1.52,5.468393325805664,1
152,3,1.52,0.0,0
152,4,1.52,9.292437553405762,1
152,5,1.52,0.0,0
152,6,1.52,5.9799299240112305,1
152,7,1.52,9.023934364318848,1
153,0,1.53,0.0,0
153,1,1.53,0.0,0
153,2,1.53,5.468393325805664,1
153,3,1.53,0.0,0
153,4,1.53,9.292437553405762,1
153,5,1.53,0.0,0
153,6,1.53,5.9799299240112305,1
153,7,1.53,9.023934364318848,1
154,0,1.54,0.0,0
154,1,1.54,0.0,0
154,2,1.54,5.468393325805664,1
154,3,1.54,3.8051562309265137,1
154,4,1.54,9.292437553405762,1
154,5,1.54,0.0,0
154,6,1.54,5.9799299240112305,1
154,7,1.54,9.023934364318848,1
155,0,1.55,1.604000210762024,1
155,1,1.55,0.0,0
155,2,1.55,0.0,0
155,3,1.55,3.8051562309265137,1
155,4,1.55,9.292437553405762,1
155,5,1.55,0.0,0
155,6,1.55,0.0,0
155,7,1.55,0.0,0
156,0,1.56,1.604000210762024,1
156,1,1.56,0.0,0
156,2,1.56,0.0,0
156,3,1.56,3.8051562309265137,1
156,4,1.56,9.292437553405762,1
156,5,1.56,0.0,0
156,6,1.56,0.0,0
156,7,1.56,0.0,0
157,0,1.57,1.604000210762024,1
157,1,1.57,0.0,0
157,2,1.57,0.0,0
157,3,1.57,3.8051562309265137,1
157,4,1.57,0.0,0
157,5,1.57,0.0,0
157,6,1.57,0.0,0
157,7,1.57,0.0,0
158,0,1.58,1.604000210762024,1
158,1,1.58,0.0,0
158,2,1.58,0.0,0
158,3,1.58,3.8051562309265137,1
158,4,1.58,0.0,0
158,5,1.58,0.0,0
158,6,1.58,0.0,0
158,7,1.58,0.0,0
159,0,1.59,1.604000210762024,1
159,1,1.59,0.0,0
159,2,1.59,0.0,0
159,3,1.59,3.8051562309265137,1
159,4,1.59,0.0,0
159,5,1.59,0.0,0
159,6,1.59,0.0,0
159,7,1.59,0.0,0
160,0,1.6,1.604000210762024,1
160,1,1.6,0.0,0
160,2,1.6,0.0,0
160,3,1.6,3.8051562309265137,1
160,4,1.6,0.0,0
160,5,1.6,0.0,0
160,6,1.6,0.0,0
160,7,1.6,0.0,0
161,0,1.61,1.604000210762024,1
161,1,1.61,0.0,0
161,2,1.61,0.0,0
161,3,1.61,3.8051562309265137,1
161,4,1.61,0.0,0
161,5,1.61,0.0,0
161,6,1.61,0.0,0
161,7,1.61,0.0,0
162,0,1.62,1.604000210762024,1
162,1,1.62,0.0,0
162,2,1.62,7.9648332595825195,1
162,3,1.62,3.8051562309265137,1
162,4,1.62,0.0,0
162,5,1.62,0.0,0
162,6,1.62,0.0,0
162,7,1.62,0.0,0
163,0,1.63,1.604000210762024,1
163,1,1.63,5.570502758026123,1
163,2,1.63,7.9648332595825195,1
163,3,1.63,3.8051562309265137,1
163,4,1.63,0.0,0
163,5,1.63,0.0,0
163,6,1.63,0.0,0
163,7,1.63,0.0,0
164,0,1.64,1.604000210762024,1
164,1,1.64,5.570502758026123,1
164,2,1.64,7.9648332595825195,1
164,3,1.64,3.8051562309265137,1
164,4,1.64,0.0,0
164,5,1.64,0.0,0
164,6,1.64,0.0,0
164,7,1.64,0.0,0
165,0,1.65,1.604000210762024,1
165,1,1.65,5.570502758026123,1
165,2,1.65,7.9648332595825195,1
165,3,1.65,3.8051562309265137,1
165,4,1.65,0.0,0
165,5,1.65,0.0,0
165,6,1.65,0.0,0
165,7,1.65,0.0,0
166,0,1.66,1.604000210762024,1
166,1,1.66,5.570502758026123,1
166,2,1.66,0.0,0
166,3,1.66,3.8051562309265137,1
166,4,1.66,0.0,0
166,5,1.66,0.0,0
166,6,1.66,0.0,0
166,7,1.66,6.94566011428833,1
167,0,1.67,0.0,0
167,1,1.67,5.570502758026123,1
167,2,1.67,0.0,0
167,3,1.67,3.8051562309265137,1
167,4,1.67,0.0,0
167,5,1.67,0.0,0
167,6,1.67,0.0,0
167,7,1.67,6.94566011428833,1
168,0,1.68,0.0,0
168,1,1.68,5.570502758026123,1
168,2,1.68,0.0,0
168,3,1.68,0.0,0
168,4,1.68,0.0,0
168,5,1.68,0.0,0
168,6,1.68,0.0,0
168,7,1.68,6.94566011428833,1
169,0,1.69,0.0,0
169,1,1.69,5.570502758026123,1
169,2,1.69,0.0,0
169,3,1.69,0.0,0
169,4,1.69,0.0,0
169,5,1.69,0.0,0
169,6,1.69,0.0,0
169,7,1.69,6.94566011428833,1
170,0,1.7,3.4317402839660645,1
170,1,1.7,5.570502758026123,1
170,2,1.7,0.0,0
170,3,1.7,0.0,0
170,4,1.7,0.0,0
170,5,1.7,0.0,0
170,6,1.7,0.0,0
170,7,1.7,6.94566011428833,1
171,0,1.71,3.4317402839660645,1
171,1,1.71,5.570502758026123,1
171,2,1.71,0.0,0
171,3,1.71,0.0,0
171,4,1.71,0.0,0
171,5,1.71,0.0,0
171,6,1.71,0.0,0
171,7,1.71,6.94566011428833,1
172,0,1.72,3.4317402839660645,1
172,1,1.72,5.570502758026123,1
172,2,1.72,0.0,0
172,3,1.72,0.0,0
172,4,1.72,0.0,0
172,5,1.72,0.0,0
172,6,1.72,0.0,0
172,7,1.72,6.94566011428833,1
173,0,1.73,3.4317402839660645,1
173,1,1.73,5.570502758026123,1
173,2,1.73,0.0,0
173,3,1.73,0.0,0
173,4,1.73,0.0,0
173,5,1.73,0.0,0
173,6,1.73,0.0,0
173,7,1.73,6.94566011428833,1
174,0,1.74,3.4317402839660645,1
174,1,1.74,5.570502758026123,1
174,2,1.74,0.0,0
174,3,1.74,0.0,0
174,4,1.74,0.0,0
174,5,1.74,0.0,0
174,6,1.74,0.0,0
174,7,1.74,6.94566011428833,1
175,0,1.75,3.4317402839660645,1
175,1,1.75,5.570502758026123,1
175,2,1.75,0.0,0
175,3,1.75,0.0,0
175,4,1.75,0.0,0
175,5,1.75,0.0,0
175,6,1.75,0.0,0
175,7,1.75,0.0,0
176,0,1.76,3.4317402839660645,1
176,1,1.76,0.0,0
176,2,1.76,0.0,0
176,3,1.76,0.0,0
176,4,1.76,0.0,0
176,5,1.76,0.0,0
176,6,1.76,0.0,0
176,7,1.76,7.520100116729736,1
177,0,1.77,0.0,0
177,1,1.77,0.0,0
177,2,1.77,0.0,0
177,3,1.77,0.0,0
177,4,1.77,0.0,0
177,5,1.77,0.0,0
177,6,1.77,0.0,0
177,7,1.77,7.520100116729736,1
178,0,1.78,0.0,0
178,1,1.78,0.0,0
178,2,1.78,0.0,0
178,3,1.78,0.0,0
178,4,1.78,0.0,0
178,5,1.78,0.0,0
178,6,1.78,0.0,0
178,7,1.78,7.520100116729736,1
179,0,1.79,0.0,0
179,1,1.79,0.0,0
179,2,1.79,0.0,0
179,3,1.79,0.0,0
179,4,1.79,0.0,0
179,5,1.79,0.0,0
179,6,1.79,0.0,0
179,7,1.79,7.520100116729736,1
180,0,1.8,0.0,0
180,1,1.8,0.0,0
180,2,1.8,0.0,0
180,3,1.8,0.0,0
180,4,1.8,0.0,0
180,5,1.8,0.0,0
180,6,1.8,0.0,0
180,7,1.8,7.520100116729736,1
181,0,1.81,0.0,0
181,1,1.81,0.0,0
181,2,1.81,0.0,0
181,3,1.81,0.0,0
181,4,1.81,0.0,0
181,5,1.81,0.0,0
181,6,1.81,0.0,0
181,7,1.81,7.520100116729736,1
182,0,1.82,0.0,0
182,1,1.82,0.0,0
182,2,1.82,0.0,0
182,3,1.82,0.0,0
182,4,1.82,0.0,0
182,5,1.82,0.0,0
182,6,1.82,0.0,0
182,7,1.82,7.520100116729736,1
183,0,1.83,0.0,0
183,1,1.83,0.0,0
183,2,1.83,0.0,0
183,3,1.83,0.0,0
183,4,1.83,0.0,0
183,5,1.83,0.0,0
183,6,1.83,0.0,0
183,7,1.83,7.520100116729736,1
184,0,1.84,0.0,0
184,1,1.84,0.0,0
184,2,1.84,0.0,0
184,3,1.84,0.0,0
184,4,1.84,0.0,0
184,5,1.84,0.0,0
184,6,1.84,0.0,0
184,7,1.84,7.520100116729736,1
185,0,1.85,0.0,0
185,1,1.85,0.0,0
185,2,1.85,0.0,0
185,3,1.85,0.0,0
185,4,1.85,0.0,0
185,5,1.85,0.0,0
185,6,1.85,0.0,0
185,7,1.85,7.520100116729736,1
186,0,1.86,0.0,0
186,1,1.86,0.0,0
186,2,1.86,0.0,0
186,3,1.86,0.0,0
186,4,1.86,0.0,0
186,5,1.86,0.0,0
186,6,1.86,0.0,0
186,7,1.86,7.520100116729736,1
187,0,1.87,0.0,0
187,1,1.87,0.0,0
187,2,1.87,0.0,0
187,3,1.87,0.0,0
187,4,1.87,0.0,0
187,5,1.87,0.0,0
187,6,1.87,0.0,0
187,7,1.87,0.0,0
188,0,1.88,0.0,0
188,1,1.88,0.0,0
188,2,1.88,0.0,0
188,3,1.88,0.0,0
188,4,1.88,7.686089038848877,1
188,5,1.88,0.0,0
188,6,1.88,0.0,0
188,7,1.88,0.0,0
189,0,1.89,0.0,0
189,1,1.89,0.0,0
189,2,1.89,0.0,0
189,3,1.89,0.0,0
189,4,1.89,7.686089038848877,1
189,5,1.89,0.0,0
189,6,1.89,0.0,0
189,7,1.89,0.0,0
190,0,1.9,0.0,0
190,1,1.9,0.0,0
190,2,1.9,0.0,0
190,3,1.9,0.0,0
190,4,1.9,7.686089038848877,1
190,5,1.9,0.0,0
190,6,1.9,0.0,0
190,7,1.9,4.679123878479004,1
191,0,1.91,0.0,0
191,1,1.91,0.0,0
191,2,1.91,0.0,0
191,3,1.91,0.0,0
191,4,1.91,7.686089038848877,1
191,5,1.91,0.0,0
191,6,1.91,0.0,0
191,7,1.91,4.679123878479004,1
192,0,1.92,0.0,0
192,1,1.92,0.0,0
192,2,1.92,0.0,0
192,3,1.92,0.0,0
192,4,1.92,7.686089038848877,1
192,5,1.92,0.0,0
192,6,1.92,8.387138366699219,1
192,7,1.92,4.679123878479004,1
193,0,1.93,0.0,0
193,1,1.93,0.0,0
193,2,1.93,0.0,0
193,3,1.93,0.0,0
193,4,1.93,7.686089038848877,1
193,5,1.93,0.0,0
193,6,1.93,8.387138366699219,1
193,7,1.93,4.679123878479004,1
194,0,1.94,0.0,0
194,1,1.94,0.0,0
194,2,1.94,0.0,0
194,3,1.94,0.0,0
194,4,1.94,7.686089038848877,1
194,5,1.94,0.0,0
194,6,1.94,8.387138366699219,1
194,7,1.94,4.679123878479004,1
195,0,1.95,0.0,0
195,1,1.95,0.0,0
195,2,1.95,0.0,0
195,3,1.95,0.0,0
195,4,1.95,7.686089038848877,1
195,5,1.95,0.0,0
195,6,1.95,8.387138366699219,1
195,7,1.95,4.679123878479004,1
196,0,1.96,0.0,0
196,1,1.96,0.0,0
196,2,1.96,0.0,0
196,3,1.96,0.0,0
196,4,1.96,7.686089038848877,1
196,5,1.96,0.0,0
196,6,1.96,8.387138366699219,1
196,7,1.96,0.0,0
197,0,1.97,0.0,0
197,1,1.97,0.0,0
197,2,1.97,0.0,0
197,3,1.97,0.0,0
197,4,1.97,7.686089038848877,1
197,5,1.97,0.0,0
197,6,1.97,8.387138366699219,1
197,7,1.97,0.0,0
198,0,1.98,0.0,0
198,1,1.98,0.0,0
198,2,1.98,0.0,0
198,3,1.98,0.0,0
198,4,1.98,7.686089038848877,1
198,5,1.98,0.0,0
198,6,1.98,8.387138366699219,1
198,7,1.98,0.0,0
199,0,1.99,0.0,0
199,1,1.99,7.695133209228516,1
199,2,1.99,0.0,0
199,3,1.99,0.0,0
199,4,1.99,7.686089038848877,1
199,5,1.99,0.0,0
199,6,1.99,8.387138366699219,1
199,7,1.99,0.0,0
200,0,2.0,0.0,0
200,1,2.0,7.695133209228516,1
200,2,2.0,0.0,0
200,3,2.0,0.0,0
200,4,2.0,7.686089038848877,1
200,5,2.0,0.0,0
200,6,2.0,8.387138366699219,1
200,7,2.0,0.0,0
201,0,2.01,0.0,0
201,1,2.01,7.695133209228516,1
201,2,2.01,0.0,0
201,3,2.01,0.0,0
201,4,2.01,7.686089038848877,1
201,5,2.01,0.0,0
201,6,2.01,8.387138366699219,1
201,7,2.01,0.0,0
202,0,2.02,0.0,0
202,1,2.02,7.695133209228516,1
202,2,2.02,0.0,0
202,3,2.02,1.448748230934143,1
202,4,2.02,0.0,0
202,5,2.02,0.0,0
202,6,2.02,8.387138366699219,1
202,7,2.02,0.0,0
203,0,2.03,0.0,0
203,1,2.03,0.0,0
203,2,2.03,0.0,0
203,3,2.03,1.448748230934143,1
203,4,2.03,0.0,0
203,5,2.03,0.0,0
203,6,2.03,8.387138366699219,1
203,7,2.03,0.0,0
204,0,2.04,0.0,0
204,1,2.04,0.0,0
204,2,2.04,0.0,0
204,3,2.04,1.448748230934143,1
204,4,2.04,0.0,0
204,5,2.04,1.8011821508407593,1
204,6,2.04,0.0,0
204,7,2.04,0.0,0
205,0,2.05,6.7664642333984375,1
205,1,2.05,0.0,0
205,2,2.05,0.0,0
205,3,2.05,1.448748230934143,1
205,4,2.05,0.0,0
205,5,2.05,1.8011821508407593,1
205,6,2.05,0.0,0
205,7,2.05,0.0,0
206,0,2.06,6.7664642333984375,1
206,1,2.06,0.0,0
206,2,2.06,0.0,0
206,3,2.06,1.448748230934143,1
206,4,2.06,0.0,0
206,5,2.06,1.8011821508407593,1
206,6,2.06,0.0,0
206,7,2.06,0.0,0
207,0,2.07,6.7664642333984375,1
207,1,2.07,0.0,0
207,2,2.07,0.0,0
207,3,2.07,1.448748230934143,1
207,4,2.07,0.0,0
207,5,2.07,1.8011821508407593,1
207,6,2.07,0.0,0
207,7,2.07,0.0,0
208,0,2.08,6.7664642333984375,1
208,1,2.08,0.0,0
208,2,2.08,0.0,0
208,3,2.08,1.448748230934143,1
208,4,2.08,0.0,0
208,5,2.08,1.8011821508407593,1
208,6,2.08,0.0,0
208,7,2.08,0.0,0
209,0,2.09,6.7664642333984375,1
209,1,2.09,0.0,0
209,2,2.09,0.0,0
209,3,2.09,1.448748230934143,1
209,4,2.09,0.0,0
209,5,2.09,1.8011821508407593,1
209,6,2.09,0.0,0
209,7,2.09,0.0,0
210,0,2.1,6.7664642333984375,1
210,1,2.1,0.0,0
210,2,2.1,0.0,0
210,3,2.1,1.448748230934143,1
210,4,2.1,8.321697235107422,1
210,5,2.1,1.8011821508407593,1
210,6,2.1,0.0,0
210,7,2.1,0.0,0
211,0,2.11,6.7664642333984375,1
211,1,2.11,0.0,0
211,2,2.11,0.0,0
211,3,2.11,1.448748230934143,1
211,4,2.11,8.321697235107422,1
211,5,2.11,1.8011821508407593,1
211,6,2.11,0.0,0
211,7,2.11,0.0,0
212,0,2.12,6.7664642333984375,1
212,1,2.12,0.0,0
212,2,2.12,0.0,0
212,3,2.12,1.448748230934143,1
212,4,2.12,8.321697235107422,1
212,5,2.12,1.8011821508407593,1
212,6,2.12,0.0,0
212,7,2.12,0.0,0
213,0,2.13,0.0,0
213,1,2.13,0.0,0
213,2,2.13,0.0,0
213,3,2.13,1.448748230934143,1
213,4,2.13,8.321697235107422,1
213,5,2.13,1.8011821508407593,1
213,6,2.13,0.0,0
213,7,2.13,0.0,0
214,0,2.14,0.0,0
214,1,2.14,0.0,0
214,2,2.14,0.0,0
214,3,2.14,1.448748230934143,1
214,4,2.14,8.321697235107422,1
214,5,2.14,1.8011821508407593,1
214,6,2.14,0.0,0
214,7,2.14,0.0,0
215,0,2.15,0.0,0
215,1,2.15,0.0,0
215,2,2.15,0.0,0
215,3,2.15,1.448748230934143,1
215,4,2.15,8.321697235107422,1
215,5,2.15,1.8011821508407593,1
215,6,2.15,0.0,0
215,7,2.15,0.0,0
216,0,2.16,0.0,0
216,1,2.16,0.0,0
216,2,2.16,0.0,0
216,3,2.16,0.0,0
216,4,2.16,8.321697235107422,1
216,5,2.16,1.8011821508407593,1
216,6,2.16,0.0,0
216,7,2.16,0.0,0
217,0,2.17,0.0,0
217,1,2.17,0.0,0
217,2,2.17,0.0,0
217,3,2.17,0.0,0
217,4,2.17,8.321697235107422,1
217,5,2.17,1.8011821508407593,1
217,6,2.17,0.0,0
217,7,2.17,0.0,0
218,0,2.18,0.0,0
218,1,2.18,0.0,0
218,2,2.18,0.0,0
218,3,2.18,0.0,0
218,4,2.18,8.321697235107422,1
218,5,2.18,1.8011821508407593,1
218,6,2.18,0.0,0
218,7,2.18,0.0,0
219,0,2.19,0.0,0
219,1,2.19,0.0,0
219,2,2.19,7.5735182762146,1
219,3,2.19,0.0,0
219,4,2.19,8.321697235107422,1
219,5,2.19,0.0,0
219,6,2.19,0.0,0
219,7,2.19,0.0,0
220,0,2.2,0.0,0
220,1,2.2,0.0,0
220,2,2.2,7.5735182762146,1
220,3,2.2,0.0,0
220,4,2.2,8.321697235107422,1
220,5,2.2,0.0,0
220,6,2.2,0.0,0
220,7,2.2,0.0,0
221,0,2.21,0.0,0
221,1,2.21,0.0,0
221,2,2.21,7.5735182762146,1
221,3,2.21,0.0,0
221,4,2.21,8.321697235107422,1
221,5,2.21,0.0,0
221,6,2.21,0.0,0
221,7,2.21,0.0,0
222,0,2.22,0.0,0
222,1,2.22,0.0,0
222,2,2.22,7.5735182762146,1
222,3,2.22,0.0,0
222,4,2.22,8.321697235107422,1
222,5,2.22,0.0,0
222,6,2.22,0.0,0
222,7,2.22,0.0,0
223,0,2.23,0.0,0
223,1,2.23,0.0,0
223,2,2.23,7.5735182762146,1
223,3,2.23,0.0,0
223,4,2.23,0.0,0
223,5,2.23,0.0,0
223,6,2.23,0.0,0
223,7,2.23,0.0,0
224,0,2.24,1.9454541206359863,1
224,1,2.24,0.0,0
224,2,2.24,7.5735182762146,1
224,3,2.24,0.0,0
224,4,2.24,0.0,0
224,5,2.24,0.0,0
224,6,2.24,0.0,0
224,7,2.24,0.0,0
225,0,2.25,1.9454541206359863,1
225,1,2.25,0.0,0
225,2,2.25,7.5735182762146,1
225,3,2.25,0.0,0
225,4,2.25,0.0,0
