step,env_id,time_s,phase_offset_s
354,3,3.54,9.703628165880218e-06
355,0,3.55,5.343632892618189e-06
355,1,3.55,1.0142567589355167e-05
355,2,3.55,-1.3234797506811447e-06
355,3,3.55,9.815726116357837e-06
356,0,3.56,5.055660494690528e-06
356,1,3.56,9.650964784668759e-06
356,2,3.56,-1.2128126627430902e-06
356,3,3.56,9.800043699215166e-06
357,0,3.57,5.4274169087875634e-06
357,1,3.57,9.661221156420652e-06
357,2,3.57,-1.4462258377534454e-06
357,3,3.57,9.568288987793494e-06
358,0,3.58,5.337455149856396e-06
358,1,3.58,1.0075514182972256e-05
358,2,3.58,-1.5057098607940134e-06
358,3,3.58,9.518081242276821e-06
359,0,3.59,5.549750312638935e-06
359,1,3.59,9.737827895150986e-06
359,2,3.59,-1.386282974635833e-06
359,3,3.59,9.645258614909835e-06
360,0,3.6,5.667143796017626e-06
360,1,3.6,9.645066711527761e-06
360,2,3.6,-1.7708404129734845e-06
360,3,3.6,9.228193448507227e-06
361,0,3.61,5.947093086433597e-06
361,1,3.61,9.865038009593263e-06
361,2,3.61,-2.0934123767801793e-06
361,3,3.61,8.823955795378424e-06
362,0,3.62,5.49116975889774e-06
362,1,3.62,1.0252403626509476e-05
362,2,3.62,-1.960559984581778e-06
362,3,3.62,8.705937034392264e-06
363,0,3.63,5.31997466168832e-06
363,1,3.63,1.0153948096558452e-05
363,2,3.63,-1.501031192674418e-06
363,3,3.63,8.755191629461478e-06
364,0,3.64,5.729500571760582e-06
364,1,3.64,9.807326932786964e-06
364,2,3.64,-1.600581526872702e-06
364,3,3.64,9.200751264870632e-06
365,0,3.65,5.6511375987611245e-06
365,1,3.65,9.90687567536952e-06
365,2,3.65,-1.9656590666272677e-06
365,3,3.65,8.888149750418961e-06
366,0,3.66,6.148675765871303e-06
366,1,3.66,1.0380734238424338e-05
366,2,3.66,-1.557727614454052e-06
366,3,3.66,9.124804819293786e-06
367,0,3.67,6.526546258101007e-06
367,1,3.67,1.0407408808532637e-05
367,2,3.67,-1.8486508679416147e-06
367,3,3.67,9.072668945009355e-06
368,0,3.68,6.88831369188847e-06
368,1,3.68,1.079433332051849e-05
368,2,3.68,-1.8158596049033804e-06
368,3,3.68,9.479922482569236e-06
369,0,3.69,7.345609901676653e-06
369,1,3.69,1.055612665368244e-05
369,2,3.69,-1.3203978141973494e-06
369,3,3.69,9.478762876824476e-06
370,0,3.7,7.05966749592335e-06
370,1,3.7,1.0951140211545862e-05
370,2,3.7,-1.6971689547062851e-06
370,3,3.7,9.45216106629232e-06
371,0,3.71,7.139999070204794e-06
371,1,3.71,1.0460581506777089e-05
371,2,3.71,-1.6656432535455679e-06
371,3,3.71,9.055252121470403e-06
372,0,3.72,7.371406354650389e-06
372,1,3.72,1.0110265975527e-05
372,2,3.72,-1.4868871858197963e-06
372,3,3.72,8.570901627535932e-06
373,0,3.73,7.057597940729465e-06
373,1,3.73,1.0191904038947541e-05
373,2,3.73,-1.639873062231345e-06
373,3,3.73,8.827765668684151e-06
374,0,3.74,6.74891361995833e-06
374,1,3.74,1.0368181392550468e-05
374,2,3.74,-1.3924379800300812e-06
374,3,3.74,8.45272279548226e-06
375,0,3.75,6.805985321989283e-06
375,1,3.75,1.020559466269333e-05
375,2,3.75,-9.481966571911471e-07
375,3,3.75,8.534923836123198e-06
376,0,3.76,6.719895736750914e-06
376,1,3.76,1.01930627351976e-05
376,2,3.76,-5.034148671256844e-07
376,3,3.76,8.951599738793448e-06
377,0,3.77,6.808322723372839e-06
377,1,3.77,1.000454358290881e-05
377,2,3.77,-5.947517252025136e-07
377,3,3.77,9.296764801547397e-06
378,0,3.78,6.308805495791603e-06
378,1,3.78,1.0036526873591356e-05
378,2,3.78,-4.25515054303105e-07
378,3,3.78,8.967106623458676e-06
379,0,3.79,6.77909793012077e-06
379,1,3.79,1.0534588000155054e-05
379,2,3.79,-6.786282824577938e-08
379,3,3.79,9.289427907788195e-06
380,0,3.8,6.8894319156243e-06
380,1,3.8,1.086525389837334e-05
380,2,3.8,1.1510751107834949e-07
380,3,3.8,9.548171874484979e-06
381,0,3.81,7.291085239558015e-06
381,1,3.81,1.0595756066322792e-05
381,2,3.81,2.75205167099557e-07
381,3,3.81,9.449888239032589e-06
382,0,3.82,7.4992517511418555e-06
382,1,3.82,1.1067632840422448e-05
382,2,3.82,7.018873304787121e-08
382,3,3.82,9.689309990790207e-06
383,0,3.83,7.725928298896179e-06
383,1,3.83,1.061237617250299e-05
383,2,3.83,-3.721839902937063e-07
383,3,3.83,9.30679561861325e-06
384,0,3.84,8.024224371183664e-06
384,1,3.84,1.0715154530771542e-05
384,2,3.84,-8.541451279597823e-07
384,3,3.84,9.5897867140593e-06
385,0,3.85,7.70268070482416e-06
385,1,3.85,1.0326333722332492e-05
385,2,3.85,-1.1878604482262745e-06
385,3,3.85,9.198618499794975e-06
386,0,3.86,7.537815235991729e-06
386,1,3.86,1.0280547030561138e-05
386,2,3.86,-1.0737800266724662e-06
386,3,3.86,8.836461347527802e-06
387,0,3.87,7.916804861451965e-06
387,1,3.87,1.0292443221260328e-05
387,2,3.87,-1.3832446938977228e-06
387,3,3.87,9.223242159350775e-06
388,0,3.88,7.972753337526228e-06
388,1,3.88,9.909468644764274e-06
388,2,3.88,-1.4776575198993669e-06
388,3,3.88,9.69154825725127e-06
389,0,3.89,7.482843102479819e-06
389,1,3.89,1.0103937711392064e-05
389,2,3.89,-1.0860743486773572e-06
389,3,3.89,9.397903340868652e-06
390,0,3.9,7.782331522321329e-06
390,1,3.9,1.0371924872742966e-05
390,2,3.9,-1.5175692169577815e-06
390,3,3.9,8.966003406385425e-06
391,0,3.91,8.071774573181756e-06
391,1,3.91,1.0499109521333594e-05
391,2,3.91,-1.5974591178746778e-06
391,3,3.91,9.319098353444133e-06
392,0,3.92,8.479843927489128e-06
392,1,3.92,1.0240974916086998e-05
392,2,3.92,-1.4126384257906466e-06
392,3,3.92,9.011278962134384e-06
393,0,3.93,8.203111974580679e-06
393,1,3.93,1.0522467164264526e-05
393,2,3.93,-1.4333021454149275e-06
393,3,3.93,9.183887414110359e-06
394,0,3.94,7.91022557677934e-06
394,1,3.94,1.0689910595829133e-05
394,2,3.94,-9.925286121870158e-07
394,3,3.94,9.256858902517706e-06
395,0,3.95,8.079397957772017e-06
395,1,3.95,1.0431715054437518e-05
395,2,3.95,-6.48725688279228e-07
395,3,3.95,9.235940524376929e-06
396,0,3.96,8.213907676690724e-06
396,1,3.96,1.0689207556424662e-05
396,2,3.96,-8.155236628226703e-07
396,3,3.96,9.447624506719876e-06
397,0,3.97,7.805265340721235e-06
397,1,3.97,1.0958375241898466e-05
397,2,3.97,-1.0778204568850924e-06
397,3,3.97,9.676921763457358e-06
398,0,3.98,7.4548606789903715e-06
398,1,3.98,1.1287535016890615e-05
398,2,3.98,-1.187462885354762e-06
398,3,3.98,9.753334779816214e-06
399,0,3.99,7.001945050433278e-06
399,1,3.99,1.1062781595683191e-05
399,2,3.99,-1.4069245253267582e-06
399,3,3.99,9.606706043996383e-06
